D7.3,1604CF,eqwe,0000,12/31/2019,12,,0000,VV4,CC,SDD,2019-09-19,2019-09-24,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,N
D7.3,1604CF,eqwe,0000,12/31/2019,11,,0000,VV3,CC,SDD,2019-09-19,2019-09-24,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,N
D7.3,1604CF,eqwe,0000,12/31/2019,10,,0000,VV2,CC,SDD,2019-09-19,2019-09-24,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,N
D7.3,1604CF,eqwe,0000,12/31/2019,9,,0000,VV1,CC,SDD,2019-09-19,2019-09-24,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,N
D7.3,1604CF,eqwe,0000,12/31/2019,8,,0000,sadsdaasdasd,assadsadsad,sadsadasd,2019-09-19,2019-09-24,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,N
D7.3,1604CF,eqwe,0000,12/31/2019,7,,0000,3123123,3123,12312,2019-09-19,2019-09-24,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,N
D7.3,1604CF,eqwe,0000,12/31/2019,6,,0000,123123,3123,123123,2019-09-19,2019-09-24,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,N
D7.3,1604CF,eqwe,0000,12/31/2019,5,,0000,31221313212,132312,132231,2019-09-19,2019-09-24,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,N
D7.3,1604CF,eqwe,0000,12/31/2019,4,,0000,3123123,1231,2312312,2019-09-19,2019-09-24,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,N
D7.3,1604CF,eqwe,0000,12/31/2019,3,,0000,123123,123,123,2019-09-19,2019-09-24,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,N
D7.3,1604CF,eqwe,0000,12/31/2019,2,123213,0000,qweqwewq,qweqweq,qwe,2019-09-19,2019-09-24,0.00,0.00,0,866,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,N
D7.3,1604CF,eqwe,0000,12/31/2019,1,123213,0000,qweqwewq,qweqweq,qwe,2019-09-19,2019-09-24,0.00,0.00,3100,866,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,N
C7.3,1604CF,eqwe,0000,12/31/2019,0,0,3100,2554,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0
D7.4,1604CF,eqwe,0000,12/31/2019,12,,0000,VV4,CC,SDD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D7.4,1604CF,eqwe,0000,12/31/2019,11,,0000,VV3,CC,SDD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D7.4,1604CF,eqwe,0000,12/31/2019,10,,0000,VV2,CC,SDD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D7.4,1604CF,eqwe,0000,12/31/2019,9,,0000,VV1,CC,SDD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D7.4,1604CF,eqwe,0000,12/31/2019,8,,0000,sadsdaasdasd,assadsadsad,sadsadasd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D7.4,1604CF,eqwe,0000,12/31/2019,7,,0000,3123123,3123,12312,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D7.4,1604CF,eqwe,0000,12/31/2019,6,,0000,123123,3123,123123,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D7.4,1604CF,eqwe,0000,12/31/2019,5,,0000,31221313212,132312,132231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D7.4,1604CF,eqwe,0000,12/31/2019,4,,0000,3123123,1231,2312312,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D7.4,1604CF,eqwe,0000,12/31/2019,3,,0000,123123,123,123,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D7.4,1604CF,eqwe,0000,12/31/2019,2,123213,0000,qweqwewq,qweqweq,qwe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,866,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D7.4,1604CF,eqwe,0000,12/31/2019,1,123213,0000,qweqwewq,qweqweq,qwe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3100,866,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
C7.4,1604CF,eqwe,0000,12/31/2019,0,0,0,0,0,0,0,0,0,0,0,3100,2554,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0
